election,election_date,precinct_code,precinct_name,contest,choice,votes,vote_pct,row_type
2024 General Election,2024-11-05,0001,Delphos 1A,For U.S. Senator,Rep Bernie Moreno,381,70.56%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For U.S. Senator,Dem Sherrod Brown,137,25.37%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For U.S. Senator,Lib Don Kissick,22,4.07%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For U.S. Senator,Write-In: Stephen Faris,0,0.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For U.S. Senator,Write-In: David Allen Pastorius,0,0.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For U.S. Senator,Write-In: Nathan Russell,0,0.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For U.S. Senator,Write-In: Tariq Shabazz,0,0.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For U.S. Senator,Write-In: (Invalid),0,0.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For U.S. Senator,Write-In Totals,0,0.00%,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For U.S. Senator,Not Assigned,0,0.00%,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For U.S. Senator,Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For U.S. Senator,Undervotes,5,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For U.S. Senator,Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Representative to Congress (4th District),Rep Jim Jordan,404,75.23%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For Representative to Congress (4th District),Dem Tamie Wilson,133,24.77%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For Representative to Congress (4th District),Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Representative to Congress (4th District),Undervotes,8,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Representative to Congress (4th District),Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For State Senator (12th District),Rep Susan Manchester,424,100.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For State Senator (12th District),Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For State Senator (12th District),Undervotes,121,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For State Senator (12th District),Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For State Representative (78th District),Rep Matt Huffman,430,100.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For State Representative (78th District),Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For State Representative (78th District),Undervotes,115,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For State Representative (78th District),Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Judge of the Court of Appeals (2-9-25) (3rd District),Rep John R. Willamowski,428,100.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For Judge of the Court of Appeals (2-9-25) (3rd District),Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Judge of the Court of Appeals (2-9-25) (3rd District),Undervotes,117,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Judge of the Court of Appeals (2-9-25) (3rd District),Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Commissioner (1-2-25),Rep Cory Noonan,436,100.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For County Commissioner (1-2-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Commissioner (1-2-25),Undervotes,109,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Commissioner (1-2-25),Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Commissioner (1-3-25),Rep Beth Seibert,428,100.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For County Commissioner (1-3-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Commissioner (1-3-25),Undervotes,117,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Commissioner (1-3-25),Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Prosecuting Attorney,Rep Destiny Caldwell,417,100.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For Prosecuting Attorney,Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Prosecuting Attorney,Undervotes,128,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Prosecuting Attorney,Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Clerk of the Court of Common Pleas,Rep Jennifer McBride,420,100.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For Clerk of the Court of Common Pleas,Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Clerk of the Court of Common Pleas,Undervotes,125,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Clerk of the Court of Common Pleas,Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Sheriff,Rep Matthew B. Treglia,437,100.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For Sheriff,Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Sheriff,Undervotes,108,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Sheriff,Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Recorder,Rep Mona S. Losh,419,100.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For County Recorder,Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Recorder,Undervotes,126,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Recorder,Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Treasurer,Rep Krista Bohn,420,100.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For County Treasurer,Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Treasurer,Undervotes,125,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Treasurer,Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Engineer,Rep Brion Rhodes,422,100.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For County Engineer,Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Engineer,Undervotes,123,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For County Engineer,Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Coroner,Rep John T. Meyer,420,100.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For Coroner,Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Coroner,Undervotes,125,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Coroner,Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Member of State Board of Education (1st District),Kristie Reighard,391,100.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For Member of State Board of Education (1st District),Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Member of State Board of Education (1st District),Undervotes,154,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Member of State Board of Education (1st District),Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Judge of the Court of Common Pleas (1-1-25),Rep Terri L. Kohlrieser,414,100.00%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,For Judge of the Court of Common Pleas (1-1-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Judge of the Court of Common Pleas (1-1-25),Undervotes,131,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,For Judge of the Court of Common Pleas (1-1-25),Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,State Issue 1,NO,383,72.26%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,State Issue 1,YES,147,27.74%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,State Issue 1,Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,State Issue 1,Undervotes,15,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,State Issue 1,Contest Totals,545,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,For the Tax Levy,347,66.86%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Against the Tax Levy,172,33.14%,choice
2024 General Election,2024-11-05,0001,Delphos 1A,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Overvotes,0,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Undervotes,26,,tally
2024 General Election,2024-11-05,0001,Delphos 1A,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Contest Totals,545,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,STATISTICS,Ballots Cast - Total,521,,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Rep Donald J. Trump,397,77.09%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Dem Kamala D. Harris,114,22.14%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Npc Richard Duncan,1,0.19%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Lib Chase Oliver,1,0.19%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Opc Peter Sonski,1,0.19%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Write-In: (Invalid),1,0.19%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Candidate Withdrawn,0,0.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Write-In: Shiva Ayyadurai / Crystal,0,0.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Write-In: Cornel West / Melina,0,0.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Write-In: Christ Garrity / Cody,0,0.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Write-In: William Nalbach / Willis,0,0.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Write-In Totals,1,0.19%,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Not Assigned,0,0.00%,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Overvotes,4,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Undervotes,2,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For President and Vice President,Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (1-1-25),Rep Megan E. Shanahan,375,77.80%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (1-1-25),Dem Michael P. Donnelly,107,22.20%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (1-1-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (1-1-25),Undervotes,39,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (1-1-25),Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (1-2-25),Rep Joseph T. Deters,379,77.35%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (1-2-25),Dem Melody J. Stewart,111,22.65%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (1-2-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (1-2-25),Undervotes,31,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (1-2-25),Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (UTE 12-31-26),Rep Daniel R. Hawkins,375,77.16%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (UTE 12-31-26),Dem Lisa Forbes,111,22.84%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (UTE 12-31-26),Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (UTE 12-31-26),Undervotes,35,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Justice of the Supreme Court (UTE 12-31-26),Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For U.S. Senator,Rep Bernie Moreno,376,73.44%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For U.S. Senator,Dem Sherrod Brown,130,25.39%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For U.S. Senator,Lib Don Kissick,6,1.17%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For U.S. Senator,Write-In: Stephen Faris,0,0.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For U.S. Senator,Write-In: David Allen Pastorius,0,0.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For U.S. Senator,Write-In: Nathan Russell,0,0.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For U.S. Senator,Write-In: Tariq Shabazz,0,0.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For U.S. Senator,Write-In: (Invalid),0,0.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For U.S. Senator,Write-In Totals,0,0.00%,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For U.S. Senator,Not Assigned,0,0.00%,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For U.S. Senator,Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For U.S. Senator,Undervotes,9,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For U.S. Senator,Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Representative to Congress (4th District),Rep Jim Jordan,393,77.51%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Representative to Congress (4th District),Dem Tamie Wilson,114,22.49%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Representative to Congress (4th District),Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Representative to Congress (4th District),Undervotes,14,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Representative to Congress (4th District),Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For State Senator (12th District),Rep Susan Manchester,410,100.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For State Senator (12th District),Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For State Senator (12th District),Undervotes,111,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For State Senator (12th District),Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For State Representative (78th District),Rep Matt Huffman,421,100.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For State Representative (78th District),Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For State Representative (78th District),Undervotes,100,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For State Representative (78th District),Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Judge of the Court of Appeals (2-9-25) (3rd District),Rep John R. Willamowski,413,100.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Judge of the Court of Appeals (2-9-25) (3rd District),Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Judge of the Court of Appeals (2-9-25) (3rd District),Undervotes,108,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Judge of the Court of Appeals (2-9-25) (3rd District),Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Commissioner (1-2-25),Rep Cory Noonan,419,100.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For County Commissioner (1-2-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Commissioner (1-2-25),Undervotes,102,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Commissioner (1-2-25),Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Commissioner (1-3-25),Rep Beth Seibert,413,100.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For County Commissioner (1-3-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Commissioner (1-3-25),Undervotes,108,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Commissioner (1-3-25),Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Prosecuting Attorney,Rep Destiny Caldwell,402,100.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Prosecuting Attorney,Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Prosecuting Attorney,Undervotes,119,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Prosecuting Attorney,Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Clerk of the Court of Common Pleas,Rep Jennifer McBride,401,100.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Clerk of the Court of Common Pleas,Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Clerk of the Court of Common Pleas,Undervotes,120,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Clerk of the Court of Common Pleas,Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Sheriff,Rep Matthew B. Treglia,419,100.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Sheriff,Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Sheriff,Undervotes,102,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Sheriff,Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Recorder,Rep Mona S. Losh,398,100.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For County Recorder,Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Recorder,Undervotes,123,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Recorder,Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Treasurer,Rep Krista Bohn,408,100.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For County Treasurer,Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Treasurer,Undervotes,113,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Treasurer,Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Engineer,Rep Brion Rhodes,406,100.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For County Engineer,Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Engineer,Undervotes,115,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For County Engineer,Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Coroner,Rep John T. Meyer,412,100.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Coroner,Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Coroner,Undervotes,109,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Coroner,Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Member of State Board of Education (1st District),Kristie Reighard,364,100.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Member of State Board of Education (1st District),Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Member of State Board of Education (1st District),Undervotes,157,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Member of State Board of Education (1st District),Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Judge of the Court of Common Pleas (1-1-25),Rep Terri L. Kohlrieser,401,100.00%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,For Judge of the Court of Common Pleas (1-1-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Judge of the Court of Common Pleas (1-1-25),Undervotes,120,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,For Judge of the Court of Common Pleas (1-1-25),Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,State Issue 1,NO,363,73.19%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,State Issue 1,YES,133,26.81%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,State Issue 1,Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,State Issue 1,Undervotes,25,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,State Issue 1,Contest Totals,521,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,For the Tax Levy,356,71.77%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Against the Tax Levy,140,28.23%,choice
2024 General Election,2024-11-05,0002,Delphos 1B,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Overvotes,0,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Undervotes,25,,tally
2024 General Election,2024-11-05,0002,Delphos 1B,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Contest Totals,521,,tally
2024 General Election,2024-11-05,0003,Delphos 2A,STATISTICS,Ballots Cast - Total,549,,choice
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Rep Donald J. Trump,403,74.22%,choice
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Dem Kamala D. Harris,131,24.13%,choice
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Write-In: (Invalid),4,0.74%,choice
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Npc Richard Duncan,2,0.37%,choice
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Lib Chase Oliver,2,0.37%,choice
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Candidate Withdrawn,1,0.18%,choice
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Opc Peter Sonski,0,0.00%,choice
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Write-In: Shiva Ayyadurai / Crystal,0,0.00%,choice
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Write-In: Cornel West / Melina,0,0.00%,choice
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Write-In: Christ Garrity / Cody,0,0.00%,choice
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Write-In: William Nalbach / Willis,0,0.00%,choice
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Write-In Totals,4,0.74%,tally
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Not Assigned,0,0.00%,tally
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Overvotes,3,,tally
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Undervotes,3,,tally
2024 General Election,2024-11-05,0003,Delphos 2A,For President and Vice President,Contest Totals,549,,tally
2024 General Election,2024-11-05,0003,Delphos 2A,For Justice of the Supreme Court (1-1-25),Rep Megan E. Shanahan,372,75.61%,choice
2024 General Election,2024-11-05,0003,Delphos 2A,For Justice of the Supreme Court (1-1-25),Dem Michael P. Donnelly,120,24.39%,choice
2024 General Election,2024-11-05,0003,Delphos 2A,For Justice of the Supreme Court (1-1-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0003,Delphos 2A,For Justice of the Supreme Court (1-1-25),Undervotes,57,,tally
2024 General Election,2024-11-05,0003,Delphos 2A,For Justice of the Supreme Court (1-1-25),Contest Totals,549,,tally
2024 General Election,2024-11-05,0003,Delphos 2A,For Justice of the Supreme Court (1-2-25),Rep Joseph T. Deters,379,74.61%,choice
