election,election_date,precinct_code,precinct_name,contest,contest_resolved,choice,choice_raw,votes,row_type,name_resolved
2026 Primary Election,2026-05-05,0013,Lima 3C,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,34,choice,yes
2026 Primary Election,2026-05-05,0013,Lima 3C,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,34,tally,
2026 Primary Election,2026-05-05,0013,Lima 3C,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0013,Lima 3C,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,7,tally,
2026 Primary Election,2026-05-05,0013,Lima 3C,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,41,tally,
2026 Primary Election,2026-05-05,0014,Lima 4A,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,85,choice,yes
2026 Primary Election,2026-05-05,0014,Lima 4A,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,85,tally,
2026 Primary Election,2026-05-05,0014,Lima 4A,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0014,Lima 4A,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,16,tally,
2026 Primary Election,2026-05-05,0014,Lima 4A,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,101,tally,
2026 Primary Election,2026-05-05,0015,Lima 4B,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,26,choice,yes
2026 Primary Election,2026-05-05,0015,Lima 4B,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,26,tally,
2026 Primary Election,2026-05-05,0015,Lima 4B,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0015,Lima 4B,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,7,tally,
2026 Primary Election,2026-05-05,0015,Lima 4B,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,33,tally,
2026 Primary Election,2026-05-05,0016,Lima 4C,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,57,choice,yes
2026 Primary Election,2026-05-05,0016,Lima 4C,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,57,tally,
2026 Primary Election,2026-05-05,0016,Lima 4C,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0016,Lima 4C,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,17,tally,
2026 Primary Election,2026-05-05,0016,Lima 4C,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,74,tally,
2026 Primary Election,2026-05-05,0017,Lima 4D,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,65,choice,yes
2026 Primary Election,2026-05-05,0017,Lima 4D,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,65,tally,
2026 Primary Election,2026-05-05,0017,Lima 4D,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0017,Lima 4D,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,17,tally,
2026 Primary Election,2026-05-05,0017,Lima 4D,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,82,tally,
2026 Primary Election,2026-05-05,0018,Lima 5A,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,15,choice,yes
2026 Primary Election,2026-05-05,0018,Lima 5A,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,15,tally,
2026 Primary Election,2026-05-05,0018,Lima 5A,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0018,Lima 5A,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0018,Lima 5A,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,15,tally,
2026 Primary Election,2026-05-05,0019,Lima 5B,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,12,choice,yes
2026 Primary Election,2026-05-05,0019,Lima 5B,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,12,tally,
2026 Primary Election,2026-05-05,0019,Lima 5B,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0019,Lima 5B,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0019,Lima 5B,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,12,tally,
2026 Primary Election,2026-05-05,0020,Lima 5C,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,13,choice,yes
2026 Primary Election,2026-05-05,0020,Lima 5C,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,13,tally,
2026 Primary Election,2026-05-05,0020,Lima 5C,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0020,Lima 5C,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,3,tally,
2026 Primary Election,2026-05-05,0020,Lima 5C,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,16,tally,
2026 Primary Election,2026-05-05,0021,Lima 5D,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,21,choice,yes
2026 Primary Election,2026-05-05,0021,Lima 5D,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,21,tally,
2026 Primary Election,2026-05-05,0021,Lima 5D,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0021,Lima 5D,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,10,tally,
2026 Primary Election,2026-05-05,0021,Lima 5D,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,31,tally,
2026 Primary Election,2026-05-05,0022,Lima 6A,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,35,choice,yes
2026 Primary Election,2026-05-05,0022,Lima 6A,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,35,tally,
2026 Primary Election,2026-05-05,0022,Lima 6A,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0022,Lima 6A,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,7,tally,
2026 Primary Election,2026-05-05,0022,Lima 6A,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,42,tally,
2026 Primary Election,2026-05-05,0023,Lima 6B,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,18,choice,yes
2026 Primary Election,2026-05-05,0023,Lima 6B,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,18,tally,
2026 Primary Election,2026-05-05,0023,Lima 6B,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0023,Lima 6B,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,3,tally,
2026 Primary Election,2026-05-05,0023,Lima 6B,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,21,tally,
2026 Primary Election,2026-05-05,0024,Lima 6C,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,5,choice,yes
2026 Primary Election,2026-05-05,0024,Lima 6C,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,5,tally,
2026 Primary Election,2026-05-05,0024,Lima 6C,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0024,Lima 6C,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0024,Lima 6C,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,5,tally,
2026 Primary Election,2026-05-05,0025,Lima 7A,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,69,choice,yes
2026 Primary Election,2026-05-05,0025,Lima 7A,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,69,tally,
2026 Primary Election,2026-05-05,0025,Lima 7A,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0025,Lima 7A,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,14,tally,
2026 Primary Election,2026-05-05,0025,Lima 7A,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,83,tally,
2026 Primary Election,2026-05-05,0026,Lima 7B,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,69,choice,yes
2026 Primary Election,2026-05-05,0026,Lima 7B,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,69,tally,
2026 Primary Election,2026-05-05,0026,Lima 7B,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0026,Lima 7B,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,17,tally,
2026 Primary Election,2026-05-05,0026,Lima 7B,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,86,tally,
2026 Primary Election,2026-05-05,0027,Lima 7C,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,69,choice,yes
2026 Primary Election,2026-05-05,0027,Lima 7C,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,69,tally,
2026 Primary Election,2026-05-05,0027,Lima 7C,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0027,Lima 7C,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,14,tally,
2026 Primary Election,2026-05-05,0027,Lima 7C,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,83,tally,
2026 Primary Election,2026-05-05,0028,Amanda E,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,135,choice,yes
2026 Primary Election,2026-05-05,0028,Amanda E,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,135,tally,
2026 Primary Election,2026-05-05,0028,Amanda E,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0028,Amanda E,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,31,tally,
2026 Primary Election,2026-05-05,0028,Amanda E,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,166,tally,
2026 Primary Election,2026-05-05,0029,Amanda N,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,72,choice,yes
2026 Primary Election,2026-05-05,0029,Amanda N,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,72,tally,
2026 Primary Election,2026-05-05,0029,Amanda N,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0029,Amanda N,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,25,tally,
2026 Primary Election,2026-05-05,0029,Amanda N,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,97,tally,
2026 Primary Election,2026-05-05,0030,Elida A,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,100,choice,yes
2026 Primary Election,2026-05-05,0030,Elida A,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,100,tally,
2026 Primary Election,2026-05-05,0030,Elida A,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0030,Elida A,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,24,tally,
2026 Primary Election,2026-05-05,0030,Elida A,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,124,tally,
2026 Primary Election,2026-05-05,0031,Elida B,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,108,choice,yes
2026 Primary Election,2026-05-05,0031,Elida B,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,108,tally,
2026 Primary Election,2026-05-05,0031,Elida B,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0031,Elida B,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,12,tally,
2026 Primary Election,2026-05-05,0031,Elida B,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,120,tally,
2026 Primary Election,2026-05-05,0032,American A,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,100,choice,yes
2026 Primary Election,2026-05-05,0032,American A,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,100,tally,
2026 Primary Election,2026-05-05,0032,American A,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0032,American A,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,38,tally,
2026 Primary Election,2026-05-05,0032,American A,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,138,tally,
2026 Primary Election,2026-05-05,0033,American B,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,77,choice,yes
2026 Primary Election,2026-05-05,0033,American B,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,77,tally,
2026 Primary Election,2026-05-05,0033,American B,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0033,American B,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,18,tally,
2026 Primary Election,2026-05-05,0033,American B,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,95,tally,
2026 Primary Election,2026-05-05,0034,American C,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,94,choice,yes
2026 Primary Election,2026-05-05,0034,American C,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,94,tally,
2026 Primary Election,2026-05-05,0034,American C,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0034,American C,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,22,tally,
2026 Primary Election,2026-05-05,0034,American C,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,116,tally,
2026 Primary Election,2026-05-05,0035,American D,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,34,choice,yes
2026 Primary Election,2026-05-05,0035,American D,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,34,tally,
2026 Primary Election,2026-05-05,0035,American D,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0035,American D,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,9,tally,
2026 Primary Election,2026-05-05,0035,American D,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,43,tally,
2026 Primary Election,2026-05-05,0036,American E,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,55,choice,yes
2026 Primary Election,2026-05-05,0036,American E,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,55,tally,
2026 Primary Election,2026-05-05,0036,American E,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0036,American E,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,14,tally,
2026 Primary Election,2026-05-05,0036,American E,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,69,tally,
2026 Primary Election,2026-05-05,0037,American F,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,57,choice,yes
2026 Primary Election,2026-05-05,0037,American F,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,57,tally,
2026 Primary Election,2026-05-05,0037,American F,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0037,American F,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,13,tally,
2026 Primary Election,2026-05-05,0037,American F,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,70,tally,
2026 Primary Election,2026-05-05,0038,American G,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,140,choice,yes
2026 Primary Election,2026-05-05,0038,American G,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,140,tally,
2026 Primary Election,2026-05-05,0038,American G,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0038,American G,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,26,tally,
2026 Primary Election,2026-05-05,0038,American G,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,166,tally,
2026 Primary Election,2026-05-05,0039,American H,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,91,choice,yes
2026 Primary Election,2026-05-05,0039,American H,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,91,tally,
2026 Primary Election,2026-05-05,0039,American H,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0039,American H,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,24,tally,
2026 Primary Election,2026-05-05,0039,American H,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,115,tally,
2026 Primary Election,2026-05-05,0040,American I,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,137,choice,yes
2026 Primary Election,2026-05-05,0040,American I,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,137,tally,
2026 Primary Election,2026-05-05,0040,American I,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0040,American I,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,31,tally,
2026 Primary Election,2026-05-05,0040,American I,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,168,tally,
2026 Primary Election,2026-05-05,0041,American J,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,119,choice,yes
2026 Primary Election,2026-05-05,0041,American J,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,119,tally,
2026 Primary Election,2026-05-05,0041,American J,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0041,American J,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,41,tally,
2026 Primary Election,2026-05-05,0041,American J,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,160,tally,
2026 Primary Election,2026-05-05,0042,American K,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,64,choice,yes
2026 Primary Election,2026-05-05,0042,American K,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,64,tally,
2026 Primary Election,2026-05-05,0042,American K,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0042,American K,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,10,tally,
2026 Primary Election,2026-05-05,0042,American K,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,74,tally,
2026 Primary Election,2026-05-05,0043,American L,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,48,choice,yes
2026 Primary Election,2026-05-05,0043,American L,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,48,tally,
2026 Primary Election,2026-05-05,0043,American L,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0043,American L,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,16,tally,
2026 Primary Election,2026-05-05,0043,American L,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,64,tally,
2026 Primary Election,2026-05-05,0044,Harrod,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,32,choice,yes
2026 Primary Election,2026-05-05,0044,Harrod,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,32,tally,
2026 Primary Election,2026-05-05,0044,Harrod,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0044,Harrod,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,5,tally,
2026 Primary Election,2026-05-05,0044,Harrod,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,37,tally,
2026 Primary Election,2026-05-05,0045,Auglaize A,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,115,choice,yes
2026 Primary Election,2026-05-05,0045,Auglaize A,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,115,tally,
2026 Primary Election,2026-05-05,0045,Auglaize A,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0045,Auglaize A,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,19,tally,
2026 Primary Election,2026-05-05,0045,Auglaize A,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,134,tally,
2026 Primary Election,2026-05-05,0046,Auglaize B,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,120,choice,yes
2026 Primary Election,2026-05-05,0046,Auglaize B,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,120,tally,
2026 Primary Election,2026-05-05,0046,Auglaize B,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0046,Auglaize B,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,13,tally,
2026 Primary Election,2026-05-05,0046,Auglaize B,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,133,tally,
2026 Primary Election,2026-05-05,0047,Bath A,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,130,choice,yes
2026 Primary Election,2026-05-05,0047,Bath A,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,130,tally,
2026 Primary Election,2026-05-05,0047,Bath A,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0047,Bath A,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,51,tally,
2026 Primary Election,2026-05-05,0047,Bath A,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,181,tally,
2026 Primary Election,2026-05-05,0048,Bath B,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,194,choice,yes
2026 Primary Election,2026-05-05,0048,Bath B,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,194,tally,
2026 Primary Election,2026-05-05,0048,Bath B,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0048,Bath B,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,52,tally,
2026 Primary Election,2026-05-05,0048,Bath B,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,246,tally,
2026 Primary Election,2026-05-05,0049,Bath C,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,152,choice,yes
2026 Primary Election,2026-05-05,0049,Bath C,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,152,tally,
2026 Primary Election,2026-05-05,0049,Bath C,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0049,Bath C,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,54,tally,
2026 Primary Election,2026-05-05,0049,Bath C,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,206,tally,
2026 Primary Election,2026-05-05,0050,Bath D,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,157,choice,yes
2026 Primary Election,2026-05-05,0050,Bath D,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,157,tally,
2026 Primary Election,2026-05-05,0050,Bath D,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0050,Bath D,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,41,tally,
2026 Primary Election,2026-05-05,0050,Bath D,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,198,tally,
2026 Primary Election,2026-05-05,0051,Bath E,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,45,choice,yes
2026 Primary Election,2026-05-05,0051,Bath E,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,45,tally,
2026 Primary Election,2026-05-05,0051,Bath E,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0051,Bath E,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,4,tally,
2026 Primary Election,2026-05-05,0051,Bath E,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,49,tally,
