election,election_date,precinct_code,precinct_name,contest,contest_resolved,choice,choice_raw,votes,row_type,name_resolved
2026 Primary Election,2026-05-05,0052,Bath F,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,143,choice,yes
2026 Primary Election,2026-05-05,0052,Bath F,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,143,tally,
2026 Primary Election,2026-05-05,0052,Bath F,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0052,Bath F,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,48,tally,
2026 Primary Election,2026-05-05,0052,Bath F,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,191,tally,
2026 Primary Election,2026-05-05,0053,Bath G,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,117,choice,yes
2026 Primary Election,2026-05-05,0053,Bath G,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,117,tally,
2026 Primary Election,2026-05-05,0053,Bath G,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0053,Bath G,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,33,tally,
2026 Primary Election,2026-05-05,0053,Bath G,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,150,tally,
2026 Primary Election,2026-05-05,0054,Bath H,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,126,choice,yes
2026 Primary Election,2026-05-05,0054,Bath H,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,126,tally,
2026 Primary Election,2026-05-05,0054,Bath H,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0054,Bath H,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,31,tally,
2026 Primary Election,2026-05-05,0054,Bath H,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,157,tally,
2026 Primary Election,2026-05-05,0055,Bath I,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,62,choice,yes
2026 Primary Election,2026-05-05,0055,Bath I,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,62,tally,
2026 Primary Election,2026-05-05,0055,Bath I,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0055,Bath I,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,16,tally,
2026 Primary Election,2026-05-05,0055,Bath I,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,78,tally,
2026 Primary Election,2026-05-05,0056,Lafayette,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,24,choice,yes
2026 Primary Election,2026-05-05,0056,Lafayette,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,24,tally,
2026 Primary Election,2026-05-05,0056,Lafayette,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0056,Lafayette,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,4,tally,
2026 Primary Election,2026-05-05,0056,Lafayette,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,28,tally,
2026 Primary Election,2026-05-05,0057,Jackson A,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,158,choice,yes
2026 Primary Election,2026-05-05,0057,Jackson A,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,158,tally,
2026 Primary Election,2026-05-05,0057,Jackson A,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0057,Jackson A,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,28,tally,
2026 Primary Election,2026-05-05,0057,Jackson A,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,186,tally,
2026 Primary Election,2026-05-05,0058,Jackson B,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,128,choice,yes
2026 Primary Election,2026-05-05,0058,Jackson B,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,128,tally,
2026 Primary Election,2026-05-05,0058,Jackson B,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0058,Jackson B,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,33,tally,
2026 Primary Election,2026-05-05,0058,Jackson B,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,161,tally,
2026 Primary Election,2026-05-05,0059,Marion A,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,151,choice,yes
2026 Primary Election,2026-05-05,0059,Marion A,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,151,tally,
2026 Primary Election,2026-05-05,0059,Marion A,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0059,Marion A,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,41,tally,
2026 Primary Election,2026-05-05,0059,Marion A,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,192,tally,
2026 Primary Election,2026-05-05,0060,Marion B,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,126,choice,yes
2026 Primary Election,2026-05-05,0060,Marion B,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,126,tally,
2026 Primary Election,2026-05-05,0060,Marion B,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0060,Marion B,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,29,tally,
2026 Primary Election,2026-05-05,0060,Marion B,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,155,tally,
2026 Primary Election,2026-05-05,0061,Cairo,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,56,choice,yes
2026 Primary Election,2026-05-05,0061,Cairo,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,56,tally,
2026 Primary Election,2026-05-05,0061,Cairo,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0061,Cairo,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,9,tally,
2026 Primary Election,2026-05-05,0061,Cairo,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,65,tally,
2026 Primary Election,2026-05-05,0062,Monroe E,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,109,choice,yes
2026 Primary Election,2026-05-05,0062,Monroe E,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,109,tally,
2026 Primary Election,2026-05-05,0062,Monroe E,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0062,Monroe E,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,23,tally,
2026 Primary Election,2026-05-05,0062,Monroe E,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,132,tally,
2026 Primary Election,2026-05-05,0063,Monroe W,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,107,choice,yes
2026 Primary Election,2026-05-05,0063,Monroe W,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,107,tally,
2026 Primary Election,2026-05-05,0063,Monroe W,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0063,Monroe W,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,28,tally,
2026 Primary Election,2026-05-05,0063,Monroe W,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,135,tally,
2026 Primary Election,2026-05-05,0064,Perry A,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,75,choice,yes
2026 Primary Election,2026-05-05,0064,Perry A,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,75,tally,
2026 Primary Election,2026-05-05,0064,Perry A,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0064,Perry A,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,14,tally,
2026 Primary Election,2026-05-05,0064,Perry A,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,89,tally,
2026 Primary Election,2026-05-05,0065,Perry B,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,45,choice,yes
2026 Primary Election,2026-05-05,0065,Perry B,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,45,tally,
2026 Primary Election,2026-05-05,0065,Perry B,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0065,Perry B,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,9,tally,
2026 Primary Election,2026-05-05,0065,Perry B,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,54,tally,
2026 Primary Election,2026-05-05,0066,Perry C,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,101,choice,yes
2026 Primary Election,2026-05-05,0066,Perry C,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,101,tally,
2026 Primary Election,2026-05-05,0066,Perry C,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0066,Perry C,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,32,tally,
2026 Primary Election,2026-05-05,0066,Perry C,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,133,tally,
2026 Primary Election,2026-05-05,0067,Beaverdam,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,19,choice,yes
2026 Primary Election,2026-05-05,0067,Beaverdam,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,19,tally,
2026 Primary Election,2026-05-05,0067,Beaverdam,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0067,Beaverdam,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,6,tally,
2026 Primary Election,2026-05-05,0067,Beaverdam,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,25,tally,
2026 Primary Election,2026-05-05,0068,Bluffton A,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,108,choice,yes
2026 Primary Election,2026-05-05,0068,Bluffton A,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,108,tally,
2026 Primary Election,2026-05-05,0068,Bluffton A,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0068,Bluffton A,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,24,tally,
2026 Primary Election,2026-05-05,0068,Bluffton A,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,132,tally,
2026 Primary Election,2026-05-05,0069,Bluffton B,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,101,choice,yes
2026 Primary Election,2026-05-05,0069,Bluffton B,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,101,tally,
2026 Primary Election,2026-05-05,0069,Bluffton B,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0069,Bluffton B,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,27,tally,
2026 Primary Election,2026-05-05,0069,Bluffton B,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,128,tally,
2026 Primary Election,2026-05-05,0070,Bluffton C,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,97,choice,yes
2026 Primary Election,2026-05-05,0070,Bluffton C,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,97,tally,
2026 Primary Election,2026-05-05,0070,Bluffton C,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0070,Bluffton C,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,29,tally,
2026 Primary Election,2026-05-05,0070,Bluffton C,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,126,tally,
2026 Primary Election,2026-05-05,0071,Richland A,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,98,choice,yes
2026 Primary Election,2026-05-05,0071,Richland A,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,98,tally,
2026 Primary Election,2026-05-05,0071,Richland A,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0071,Richland A,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,20,tally,
2026 Primary Election,2026-05-05,0071,Richland A,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,118,tally,
2026 Primary Election,2026-05-05,0072,Richland B,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,113,choice,yes
2026 Primary Election,2026-05-05,0072,Richland B,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,113,tally,
2026 Primary Election,2026-05-05,0072,Richland B,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0072,Richland B,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,22,tally,
2026 Primary Election,2026-05-05,0072,Richland B,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,135,tally,
2026 Primary Election,2026-05-05,0073,Shawnee A,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,90,choice,yes
2026 Primary Election,2026-05-05,0073,Shawnee A,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,90,tally,
2026 Primary Election,2026-05-05,0073,Shawnee A,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0073,Shawnee A,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,27,tally,
2026 Primary Election,2026-05-05,0073,Shawnee A,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,117,tally,
2026 Primary Election,2026-05-05,0074,Shawnee B,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,104,choice,yes
2026 Primary Election,2026-05-05,0074,Shawnee B,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,104,tally,
2026 Primary Election,2026-05-05,0074,Shawnee B,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0074,Shawnee B,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,29,tally,
2026 Primary Election,2026-05-05,0074,Shawnee B,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,133,tally,
2026 Primary Election,2026-05-05,0075,Shawnee C,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,50,choice,yes
2026 Primary Election,2026-05-05,0075,Shawnee C,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,50,tally,
2026 Primary Election,2026-05-05,0075,Shawnee C,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0075,Shawnee C,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,17,tally,
2026 Primary Election,2026-05-05,0075,Shawnee C,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,67,tally,
2026 Primary Election,2026-05-05,0076,Shawnee D,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,150,choice,yes
2026 Primary Election,2026-05-05,0076,Shawnee D,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,150,tally,
2026 Primary Election,2026-05-05,0076,Shawnee D,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0076,Shawnee D,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,31,tally,
2026 Primary Election,2026-05-05,0076,Shawnee D,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,181,tally,
2026 Primary Election,2026-05-05,0077,Shawnee E,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,74,choice,yes
2026 Primary Election,2026-05-05,0077,Shawnee E,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,74,tally,
2026 Primary Election,2026-05-05,0077,Shawnee E,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0077,Shawnee E,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,25,tally,
2026 Primary Election,2026-05-05,0077,Shawnee E,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,99,tally,
2026 Primary Election,2026-05-05,0078,Shawnee F,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,106,choice,yes
2026 Primary Election,2026-05-05,0078,Shawnee F,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,106,tally,
2026 Primary Election,2026-05-05,0078,Shawnee F,Rep For Justice of the Supreme Court (1-1-27),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0078,Shawnee F,Rep For Justice of the Supreme Court (1-1-27),yes,Undervotes,Undervotes,28,tally,
2026 Primary Election,2026-05-05,0078,Shawnee F,Rep For Justice of the Supreme Court (1-1-27),yes,Contest Total,Contest Total,134,tally,
2026 Primary Election,2026-05-05,0079,Shawnee G,Rep For Justice of the Supreme Court (1-1-27),yes,Daniel R. Hawkins,Daniel Hawkins R.,123,choice,yes
2026 Primary Election,2026-05-05,0079,Shawnee G,Rep For Justice of the Supreme Court (1-1-27),yes,Total Votes Cast,Total Votes Cast,123,tally,
